position,loc,myear,bt,tt,ft,km,ip,pi,images,imgCount,threesixty,dvn,oem,model,modelId,vid,centralVariantId,variantName,city_x,vlink,price,pu,discountValue,msp,pageNo,utype,views,usedCarId,usedCarSkuId,ucid,sid,tmGaadiStore,emiwidget,transmissionType,dynx_itemid_x,dynx_itemid2_x,dynx_totalvalue_x,leadForm,leadFormCta,offers,compare,brandingIcon,pageType,carType,corporateId,top_features,comfort_features,interior_features,exterior_features,safety_features,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,BoreX Stroke,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,model_type_new,originalLocation,page_title,compare_car_details,seller_type_new,seating_capacity_new,transmission_type,model_year_new,car_type_new,model_name,model_id_new,oem_name,dealer_id_new,state,city_id_new,fuel_type,max_engine_capacity_new,transmission_type_new,km_driven,model_new,vehicle_type_new,brand_name,engine_cc,fuel_type_new,car_segment,used_carid,city_name_new,page_type,city_y,engine_capacity_new,body_type_new,owner_type_new,mileage_new,dealer_id,model_year,variant_name,dynx_event,dynx_pagetype,dynx_itemid_y,dynx_itemid2_y,dynx_totalvalue_y,brand_new,variant_new,exterior_color,min_engine_capacity_new,owner_type,template_name_new,page_template,template_Type_new,experiment,Unnamed: 132,Compression Ratio,Alloy Wheel Size,Ground Clearance Unladen,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Fuel Suppy System
17,Naranpura,2019,SUV,Manual,Diesel,"51,000",0,https://images10.gaadi.com/usedcar_image/original/usedcar_2_11461677836300_1677836317.jpg?imwidth=640,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_2_11461677836300_1677836317.jpg?imwidth=640'}],17,False,Tata Harrier XZ BSIV,Tata,Tata Harrier,3015,Tata Harrier XZ BSIV,6711,XZ BSIV,Ahmedabad,/used-car-details/used-Tata-Harrier-Xz-Bsiv-cars-Ahmedabad_af25fb54-3075-47f8-a865-731775cf5b90.htm,₹ 15.50 Lakh,"15,50,000",0,0,120,Dealer,95,3383114,af25fb54-3075-47f8-a865-731775cf5b90,3636697,74612D9C599B260EF76B418CC6B1B38C,False,"{'title': 'EMI starts', 'cost': '38,472', 'duration': '/mo', 'caption': 'Interest calculated at 14.5% for 48 months', 'btntext': 'Check Your Loan', 'btnUrl': 'https://loan.cardekho.com/used-car?utm_source=cardekho&utm_medium=internal&utm_campaign=UsedCarsSRP_EMIstarts'}",Manual,3383114,6711,1550000,1,View Seller Details,{},True,,cls,partner,7,"['Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Brake Assist', 'Radio']","['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Voice Control', 'Tailgate Ajar', 'Gear Shift Indicator', 'Drive Modes']","['Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat']","['Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators']","['Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Passenger Side Rear View Mirror', 'Xenon Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Hill Descent Control', 'Hill Assist', 'View360Camera', 'No Of Airbags']",Orange,Kryotec 2.0LTurbocharged Engine,1956.0,138.1bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,,Yes,No,4598 mm,1894 mm,1706 mm,2741 mm,,,,,6,FWD,5.0,Power,,Disc,Drum,,,Tubeless,4.0,425,used,,"Used Tata Harrier XZ BSIV Car in Ahmedabad, 2019 Model (Id- af25fb54-3075-47f8-a865-731775cf5b90) - Find Best Deals! | CarDekho.com",,dealer,5.0,manual,2019,used,tata harrier,614,tata,0,gujarat,51,diesel,1956.0,manual,51000,Tata Harrier,car,tata,1000cc-2000cc,diesel,SUV,3383114,ahmedabad,used-car.detail,ahmedabad,1000cc-2000cc,SUV cars,first,17 kmpl,0,2019,tata harrier xz bsiv,dynRmktParamsReady,offerdetail,3383114,6711,1550000,tata,tata harrier xz bsiv,Orange,1956.0,first,used cardetail v2,Used Car > Detail Page,used,control,CRDI,16.5:1,17,,,,,,,,,,,,,
16,,2019,SUV,Automatic,Diesel,"85,000",0,https://stimg2.cardekho.com/images/usedcarimages/large/1-2023/3581691/IMG-20230116-WA0003.jpg,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/1-2023/3581691/IMG-20230116-WA0003.jpg'}],1,False,BMW X3 xDrive 20d Luxury Line,BMW,BMW X3,78,BMW X3 xDrive 20d Luxury Line,6367,xDrive 20d Luxury Line,Aurangabad,/used-car-details/used-Bmw-X3-Xdrive-20d-Luxury-Line-cars-Aurangabad_dab35a91-38f2-41f5-a648-5a330d3b5742.htm,₹ 40 Lakh,"40,00,000",0,0,65,Individual,293,3330387,dab35a91-38f2-41f5-a648-5a330d3b5742,3581691,BF8A186F941982967F2CF3AB2FF53324,False,{},Automatic,3330387,6367,4000000,1,View Seller Details,{},True,,cls,partner,7,"['Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Brake Assist', 'Radio']","['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Glove Box Cooling', 'Voice Control', 'Steering Wheel Gearshift Paddles', 'Tailgate Ajar', 'Luggage Hook And Net', 'Lane Change Indicator', 'Drive Modes']","['Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Cigarette Lighter', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat']","['Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Sun Roof', 'Moon Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Automatic Driving Lights', 'Roof Rail', 'LEDDRLs']","['Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Tyre Pressure Monitor', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Blind Spot Monitor', 'Hill Descent Control', 'Hill Assist', 'Impact Sensing Auto Door Lock']",White,TwinPower Turbo 4-cylinder engine,1995.0,187.7bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,DOHC,,Yes,No,4708mm,1891mm,1676mm,2864mm,1620mm,1636mm,,,8 Speed,AWD,5.0,Power,5.95 metres,Disc,Disc,213 kmph,8 Seconds,"Tubeless,Radial",5.0,485,used,,"Used BMW X3 XDrive 20d Luxury Line Car in Aurangabad, 2019 Model (Id- dab35a91-38f2-41f5-a648-5a330d3b5742) - Find Best Deals! | CarDekho.com",,individual,5.0,automatic,2019,used,bmw x3,46,bmw,0,maharashtra,196,diesel,1995.0,automatic,85000,BMW X3,car,bmw,1000cc-2000cc,diesel,SUV,3330387,aurangabad,used-car.detail,aurangabad,1000cc-2000cc,SUV cars,first,16.55 kmpl,0,2019,bmw x3 xdrive 20d luxury line,dynRmktParamsReady,offerdetail,3330387,6367,4000000,bmw,bmw x3 xdrive 20d luxury line,White,1995.0,first,used cardetail v2,Used Car > Detail Page,used,control,CRDi,,R19,,,,,,,,,,,,,
12,new delhi g.p.o.,2021,SUV,Manual,Petrol,"33,917",0,https://images10.gaadi.com/usedcar_image/original/VCC_1711487_94_1678772867.jpg?imwidth=640,[{'img': 'https://images10.gaadi.com/usedcar_image/original/VCC_1711487_94_1678772867.jpg?imwidth=640'}],20,False,Hyundai Creta E,Hyundai,Hyundai Creta,3072,Hyundai Creta E,8080,E,New Delhi,/used-car-details/used-Hyundai-Creta-E-cars-New-Delhi_c1353028-9424-4389-9fe2-e6fb993e36e6.htm,₹ 9.31 Lakh,"9,30,844",0,0,55,Dealer,202,3395283,c1353028-9424-4389-9fe2-e6fb993e36e6,3650083,88CBB6BAD8569F0B0A9F1AABA854FEFE,False,"{'title': 'EMI starts', 'cost': '23,104', 'duration': '/mo', 'caption': 'Interest calculated at 14.5% for 48 months', 'btntext': 'Check Your Loan', 'btnUrl': 'https://loan.cardekho.com/used-car?utm_source=cardekho&utm_medium=internal&utm_campaign=UsedCarsSRP_EMIstarts'}",Manual,3395283,8080,930844,1,View Seller Details,{},True,,cls,partner,7,"['Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Anti Lock Braking System', 'Centeral Locking', 'Radio']","['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Height Adjustable Front Seat Belts', 'Seat Lumbar Support', 'Rear ACVents', 'Gear Shift Indicator', 'Battery Saver', 'Lane Change Indicator', 'Adjustable Headrest', 'Power Boot', 'Hands Free Tailgate']","['Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard']","['Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Integrated Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Projector Headlamps']","['Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Side Air Bag Rear', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Vehicle Stability Control System', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Tyre Pressure Monitor', 'Crash Sensor', 'Ebd', 'Follow Me Home Headlamps', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Hill Assist', 'Impact Sensing Auto Door Lock', 'Speed Alert', 'No Of Airbags', 'Eletronic Stability Control']",White,1.5 L MPi Petrol,1497.0,113.18bhp@6300rpm,143.8nm@4500rpm,4.0,4.0,DOHC,,No,,4300mm,1790mm,1635mm,2610mm,,,,,6-speed,,5.0,Power,,Disc,Drum,,,"Tubeless, Radial",5.0,,used,,"Used Hyundai Creta E Car in New Delhi, 2021 Model (Id- c1353028-9424-4389-9fe2-e6fb993e36e6) - Find Best Deals! | CarDekho.com",,dealer,5.0,manual,2021,used,hyundai creta,138,hyundai,0,delhi,49,petrol,1497.0,manual,33917,Hyundai Creta,car,hyundai,1000cc-2000cc,petrol,SUV,3395283,new delhi,used-car.detail,new delhi,1000cc-2000cc,SUV cars,first,16.8 kmpl,0,2021,hyundai creta e,dynRmktParamsReady,offerdetail,3395283,8080,930844,hyundai,hyundai creta e,White,1497.0,first,used cardetail v2,Used Car > Detail Page,used,control,MPi,,,,,,,,,,,,,,,
12,Pune City,2022,SUV,Manual,Petrol,"1,536",0,https://dealeradmin.gaadi.com/user/server/php/files72/img2708425/VCC_1700851_94_1677219692.jpg?imwidth=640,[{'img': 'https://dealeradmin.gaadi.com/user/server/php/files72/img2708425/VCC_1700851_94_1677219692.jpg?imwidth=640'}],22,False,Kia Sonet HTX Plus Turbo iMT,Kia,Kia Sonet,3132,Kia Sonet HTX Plus Turbo iMT,8008,HTX Plus Turbo iMT,Pune,/used-car-details/used-Kia-Sonet-Htx-Plus-Turbo-Imt-cars-Pune_d0a27c92-6aaa-462e-9bdf-1bc78f3f410f.htm,₹ 12.50 Lakh,"12,50,000",0,0,56,Dealer,218,3376306,d0a27c92-6aaa-462e-9bdf-1bc78f3f410f,3629299,9007A9DBA6F82EB42C62ACE61BE77BC2,False,"{'title': 'EMI starts', 'cost': '31,026', 'duration': '/mo', 'caption': 'Interest calculated at 14.5% for 48 months', 'btntext': 'Check Your Loan', 'btnUrl': 'https://loan.cardekho.com/used-car?utm_source=cardekho&utm_medium=internal&utm_campaign=UsedCarsSRP_EMIstarts'}",Manual,3376306,8008,1250000,1,View Seller Details,{},True,,cls,partner,7,"['Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Brake Assist', 'Radio']","['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Voice Control', 'Gear Shift Indicator', 'Battery Saver', 'Adjustable Headrest']","['Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Ventilated Seats', 'Leather Wrap Gear Shift Selector']","['Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass', 'Rear Spoiler', 'Sun Roof', 'Moon Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Roof Rail', 'LEDDRLs', 'LEDHeadlights', 'LEDTaillights']","['Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Vehicle Stability Control System', 'Adjustable Seats', 'Keyless Entry', 'Engine Check Warning', 'Tyre Pressure Monitor', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Anti Pinch Power Windows', 'Speed Sensing Auto Door Lock', 'Pretensioners And Force Limiter Seatbelts', 'Hill Assist', 'Impact Sensing Auto Door Lock', 'No Of Airbags', 'Eletronic Stability Control']",Glacier White Pearl,Smartstream G1.0 T - GDi,998.0,118.36bhp@6000rpm,172nm@1500-4000rpm,3.0,4.0,,,Yes,,3995mm,1790,1642,2500,,,,,6-Speed iMT,FWD,5.0,Electric,,Disc,Drum,,,"Tubeless, Radial",5.0,392,used,,"Used Kia Sonet HTX Plus Turbo IMT Car in Pune, 2022 Model (Id- d0a27c92-6aaa-462e-9bdf-1bc78f3f410f) - Find Best Deals! | CarDekho.com",,dealer,5.0,manual,2022,used,kia sonet,814,kia,0,maharashtra,205,petrol,998.0,manual,1536,Kia Sonet,car,kia,500cc-1000cc,petrol,SUV,3376306,pune,used-car.detail,pune,500cc-1000cc,SUV cars,first,18.2 kmpl,0,2022,kia sonet htx plus turbo imt,dynRmktParamsReady,offerdetail,3376306,8008,1250000,kia,kia sonet htx plus turbo imt,Glacier White Pearl,998.0,first,used cardetail v2,Used Car > Detail Page,used,control,GDi,,16,,,,,,,,,,,,,
11,goregaon east,2010,Hatchback,Automatic,Petrol,"52,000",0,https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_63f73953b1e4b_1677146451.jpg?imwidth=640,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_63f73953b1e4b_1677146451.jpg?imwidth=640'}],16,False,Hyundai i10 Sportz 1.2 AT,Hyundai,Hyundai i10,263,Hyundai i10 Sportz 1.2 AT,1590,Sportz 1.2 AT,Mumbai,/used-car-details/used-Hyundai-I10-Sportz-1.2-At-cars-Mumbai_e673242f-df57-4bff-b3f5-8e7d79874342.htm,₹ 2.21 Lakh,"2,21,000",0,0,66,Dealer,53,3371538,e673242f-df57-4bff-b3f5-8e7d79874342,3624437,0492067C23AF67A1599C7D7493A8989E,False,{},Automatic,3371538,1590,221000,1,View Seller Details,{},True,,cls,partner,7,"['Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Fog Lights Front', 'Manually Adjustable Exterior Rear View Mirror', 'Centeral Locking', 'Day Night Rear View Mirror', 'Cd Player']","['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Seat Lumbar Support']","['Air Conditioner', 'Heater', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock']","['Fog Lights Front', 'Manually Adjustable Exterior Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Wheel Covers', 'Power Antenna']","['Centeral Locking', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer']",Red,DOHC Engine,1197.0,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,DOHC ,71 x 75.6 mm,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,,,4-Speed,FWD,5.0,Power,,Ventilated Disc,Drum,,,"Tubeless,Radial",4.0,,used,,"Used Hyundai I10 Sportz 1.2 AT Car in Mumbai, 2010 Model (Id- e673242f-df57-4bff-b3f5-8e7d79874342) - Find Best Deals! | CarDekho.com",,dealer,5.0,automatic,2010,used,hyundai i10,146,hyundai,0,maharashtra,201,petrol,1197.0,automatic,52000,Hyundai i10,car,hyundai,1000cc-2000cc,petrol,Hatchback,3371538,mumbai,used-car.detail,mumbai,1000cc-2000cc,Hatchback cars,second,16.95 kmpl,0,2010,hyundai i10 sportz 1.2 at,dynRmktParamsReady,offerdetail,3371538,1590,221000,hyundai,hyundai i10 sportz 1.2 at,Red,1197.0,second,used cardetail v2,Used Car > Detail Page,used,control,MPFI,10.5:1,13,,,,,,,,,,,,,
14,kothrud,2017,SUV,Automatic,Diesel,"75,500",0,https://images10.gaadi.com/usedcar_image/original/usedcar_whatsappimage2022_11_23at175049_116381669283883_1669283916.jpeg?imwidth=640,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_whatsappimage2022_11_23at175049_116381669283883_1669283916.jpeg?imwidth=640'}],13,False,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Hyundai,Hyundai Tucson,284,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,6057,2.0 e-VGT 4WD AT GLS,Pune,/used-car-details/used-Hyundai-Tucson-2.0-E-vgt-4wd-At-Gls-cars-Pune_885b36ef-d82c-4ca6-bccc-80a163eb0d9a.htm,₹ 19.25 Lakh,"19,25,000",0,0,60,Dealer,171,3279332,885b36ef-d82c-4ca6-bccc-80a163eb0d9a,3531963,4760D5C9697CA3209099924A1A3002F5,False,"{'title': 'EMI starts', 'cost': '47,779', 'duration': '/mo', 'caption': 'Interest calculated at 14.5% for 48 months', 'btntext': 'Check Your Loan', 'btnUrl': 'https://loan.cardekho.com/used-car?utm_source=cardekho&utm_medium=internal&utm_campaign=UsedCarsSRP_EMIstarts'}",Automatic,3279332,6057,1925000,1,View Seller Details,{},True,,cls,partner,7,"['Power Steering', 'Power Windows Front', 'Air Conditioner', 'Heater', 'Adjustable Head Lights', 'Fog Lights Front', 'Anti Lock Braking System', 'Brake Assist', 'Radio']","['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Glove Box Cooling', 'Voice Control', 'Tailgate Ajar', 'Luggage Hook And Net', 'Battery Saver', 'Lane Change Indicator', 'Drive Modes', 'Adjustable Headrest']","['Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard']","['Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Sun Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Roof Rail', 'LEDDRLs', 'Projector Headlamps']","['Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Anti Pinch Power Windows', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Hill Descent Control', 'Hill Assist', 'No Of Airbags', 'Eletronic Stability Control']",White,e- VGT R 2.0 Diesel,1995.0,182.46bhp@4000rpm,400.11Nm@1750-2750rpm,4.0,4.0,DOHC,,Yes,No,4475mm,1850mm,1660mm,2670mm,,,,,6 Speed,4WD,5.0,Power,5.3 meters,Disc,Disc,195.68 kmph,8.93 Seconds,"Tubeless,Radial",5.0,513,used,,"Used Hyundai Tucson 2.0 E-VGT 4WD AT GLS Car in Pune, 2017 Model (Id- 885b36ef-d82c-4ca6-bccc-80a163eb0d9a) - Find Best Deals! | CarDekho.com",,dealer,5.0,automatic,2017,used,hyundai tucson,159,hyundai,0,maharashtra,205,diesel,1995.0,automatic,75500,Hyundai Tucson,car,hyundai,1000cc-2000cc,diesel,SUV,3279332,pune,used-car.detail,pune,1000cc-2000cc,SUV cars,first,16.38 kmpl,0,2017,hyundai tucson 2.0 e-vgt 4wd at gls,dynRmktParamsReady,offerdetail,3279332,6057,1925000,hyundai,hyundai tucson 2.0 e-vgt 4wd at gls,White,1995.0,first,used cardetail v2,Used Car > Detail Page,used,control,CRDI,,18,,,,,,,,,,,,,
